format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.Higham21MGSCorrectedRowwiseCertificate.rec	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	recursor	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.recOn	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	definition	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.recurrence	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.repaired_output	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.right_inverse	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.triangular_solve	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSCorrectedRowwiseCertificate.upper	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSCorrectedRowwiseCertificate	418
NumStability.Higham21MGSNaiveFormationErrorInterface	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	inductive	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSNaiveFormationErrorInterface.casesOn	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	definition	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSNaiveFormationErrorInterface.mk	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	constructor	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSNaiveFormationErrorInterface.output_eq	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	theorem	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSNaiveFormationErrorInterface.rec	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	recursor	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSNaiveFormationErrorInterface.recOn	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	definition	public	NumStability.Higham21MGSNaiveFormationErrorInterface	140
NumStability.Higham21MGSRoundedActionToSystemTransfer	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Theorem04.ModifiedGramSchmidtQMethod.RoundedReplay	relocate_source	definition	public	NumStability.Higham21MGSRoundedActionToSystemTransfer	1024
NumStability.Higham21MGSRoundedSystemTransfer	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	inductive	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.DeltaA1	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.DeltaA2	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.casesOn	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.ctorIdx	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.dual	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.eta_nonneg	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.first_system	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.mk	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	constructor	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.mk.inj	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.mk.injEq	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.mk.noConfusion	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.mk.sizeOf_spec	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.noConfusion	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.noConfusionType	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.of_rankOneCorrections	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	retain_historical	definition	public	NumStability.Higham21MGSRoundedSystemTransfer.of_rankOneCorrections	887
NumStability.Higham21MGSRoundedSystemTransfer.rec	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	recursor	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.recOn	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.row_bound1	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.row_bound2	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSRoundedSystemTransfer.second_system	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	theorem	public	NumStability.Higham21MGSRoundedSystemTransfer	859
NumStability.Higham21MGSSelectedRepair	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	inductive	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.casesOn	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	definition	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.column_bound	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	theorem	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.eta_nonneg	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	theorem	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.factor	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	theorem	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.mk	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	constructor	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.orthonormal	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	theorem	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.rec	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	recursor	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.recOn	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	definition	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21MGSSelectedRepair.upper	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	theorem	public	NumStability.Higham21MGSSelectedRepair	823
NumStability.Higham21QActionGrowthCoefficient	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	definition	public	NumStability.Higham21QActionGrowthCoefficient	12769
NumStability.Higham21QMethodComputedGammaIndex	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	definition	public	NumStability.Higham21QMethodComputedGammaIndex	13065
NumStability.Higham21QMethodComputedGammaIndex.qActionGamma_le	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodComputedGammaIndex.qActionGamma_le	13104
NumStability.Higham21QMethodComputedGammaIndex.rowwiseGamma_le	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodComputedGammaIndex.rowwiseGamma_le	13093
NumStability.Higham21QMethodComputedGammaIndex.validQAction	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodComputedGammaIndex.validQAction	13082
NumStability.Higham21QMethodComputedGammaIndex.validRowwise	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation10.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodComputedGammaIndex.validRowwise	13072
NumStability.Higham21QMethodComputedGammaIndex_le_roundedGammaIndex	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodComputedGammaIndex_le_roundedGammaIndex	14539
NumStability.Higham21QMethodDeltaA1	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	definition	public	NumStability.Higham21QMethodDeltaA1	13638
NumStability.Higham21QMethodDeltaA1.add_eq	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodDeltaA1.add_eq	13652
NumStability.Higham21QMethodDeltaA1.row_bound_of_inverse_defect	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodDeltaA1.row_bound_of_inverse_defect	13687
NumStability.Higham21QMethodDeltaA1.row_bound_of_qr_transpose_certificate	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodDeltaA1.row_bound_of_qr_transpose_certificate	13896
NumStability.Higham21QMethodDeltaA1.system_eq	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.Higham21QMethodDeltaA1.system_eq	13664
NumStability.Higham21QMethodDeltaA2	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem04.HouseholderQMethod.UnderdeterminedSolve	relocate_source	definition	public	NumStability.Higham21QMethodDeltaA2	13977
