declaration	owner	reason
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic.0.NumStability.sum_range_natCast_div_sq_tendsto_half	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertCondition.0.NumStability.hilbertCentralDelannoy_log_rate_succ_div_nat	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertCondition.0.NumStability.log_nat_succ_div_nat_tendsto_zero	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertCondition.0.NumStability.nat_div_succ_tendsto_one	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertCondition.0.NumStability.nat_succ_div_nat_tendsto_one	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28HilbertCondition.0.NumStability.sqrtTwo_pow_sq	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.circleMap_one_one	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.complex_real_innerProduct_smul_eq	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.integral_exp_int_mul_I	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.integral_exp_nat_sub_mul_I	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.pascalMoment_double_sum	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.pascalMoment_integral_double_sum	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.pascalMoment_integrand_expand	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Moments.0.NumStability.star_circleMap_one_one	NumStability.Algorithms.TestMatrices.Higham28Moments	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Pascal.0.NumStability.pascalAlternatingChooseSum	NumStability.Algorithms.TestMatrices.Higham28Pascal	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Pascal.0.NumStability.pascalAlternatingPolynomial	NumStability.Algorithms.TestMatrices.Higham28Pascal	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Pascal.0.NumStability.rotatedPascalChooseSum	NumStability.Algorithms.TestMatrices.Higham28Pascal	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28PascalSpectral.0.NumStability.vecNorm2_module_neg	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28PascalSpectral.0.NumStability.vecNorm2_module_smul	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity.0.NumStability.det_choose_initial_columns_pos	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity.0.NumStability.det_eval_descPochhammer_eq_factorial_mul_choose	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD.0.NumStability.higham28_lowerTriangular_mul_apply_diag	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Stewart.0.NumStability.householder_mul_apply_rectangular	NumStability.Algorithms.TestMatrices.Higham28Stewart	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Stewart.0.NumStability.rectangular_mul_householder_apply	NumStability.Algorithms.TestMatrices.Higham28Stewart	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28Stewart.0.NumStability.singleHouseholder_product_factorization	NumStability.Algorithms.TestMatrices.Higham28Stewart	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexSymmetricToeplitz_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexSymmetricToeplitz_diagonalization	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexSymmetricToeplitz_mul_sineMatrix	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexSymmetricToeplitz_scaled_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScaling	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScalingInv	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScalingInv_mul	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScaling_mul_inv	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_column	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_mul_transpose	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_transpose_mul	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_eq_symmetric_of_ne	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_of_sub_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_of_super_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_mul_scaling	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_transpose_upperTriangular_of_super_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_upperTriangular_of_sub_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	private, mangled name encodes its module
