declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.Higham15.H15_Algorithm15_4_lower_bound	theorem	public	NumStability.Algorithms.Chapter15CondEst	RETAIN	NumStability.Algorithms.Chapter15CondEst	historical	yes	no	cond-source
NumStability.Higham15.H15_Algorithm15_4_ratio_witness	theorem	public	NumStability.Algorithms.Chapter15CondEst	RETAIN	NumStability.Algorithms.Chapter15CondEst	historical	yes	no	cond-source
NumStability.Higham15.H15_Algorithm15_4_scaled_le_kappaOne	theorem	public	NumStability.Algorithms.Chapter15CondEst	RETAIN	NumStability.Algorithms.Chapter15CondEst	historical	no	no	cond-full-graph-reentry
NumStability.Higham15.H15_eq15_6_A	definition	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_AT_mul_e	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_A_mul_b	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_A_mul_uniform	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_P	definition	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_P_mul_b	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_P_mul_e	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_P_mul_e1	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_P_symmetric	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_lapackNormEstimator	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_oneNorm_lower	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_eq15_6_v	definition	public	NumStability.Algorithms.Chapter15CondEst	S:Equation06/LAPACKCounterexample	NumStability.Source.Higham.Chapter15.Equation06.LAPACKCounterexample.Basic	source	no	no	cond-source
NumStability.Higham15.H15_kappaOne	definition	public	NumStability.Algorithms.Chapter15CondEst	S:Section01/ConditionNumbers	NumStability.Source.Higham.Chapter15.Section01.ConditionNumbers.ConditionEstimators	source	no	no	cond-source
NumStability.Higham15.H15_kappaOne_eq_of_rightInverse	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Section01/ConditionNumbers	NumStability.Source.Higham.Chapter15.Section01.ConditionNumbers.ConditionEstimators	source	no	no	cond-source
NumStability.Higham15.H15_kappaOne_nonneg	theorem	public	NumStability.Algorithms.Chapter15CondEst	S:Section01/ConditionNumbers	NumStability.Source.Higham.Chapter15.Section01.ConditionNumbers.ConditionEstimators	source	no	no	cond-source
NumStability.Higham15Problem15_6.H15_Problem15_6_of_irreducible_rightInverse	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.H15_Problem15_6_operational_of_irreducible_rightInverse	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Operational	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors	inductive	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.casesOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.ctorIdx	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.mk	constructor	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.mk.inj	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.mk.injEq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.mk.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.noConfusionType	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.p	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.q	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.rec	recursor	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.recOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.x	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6Factors.y	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule	inductive	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.casesOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.ctorIdx	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.factorRecurrences	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.mk	constructor	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.mk.inj	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.mk.injEq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.mk.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.noConfusionType	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.rec	recursor	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.recOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.residualsAndNormalizations	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.rowAssembly	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.scanAdds	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationSchedule.weightProducts	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun	inductive	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.absEvaluations	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.casesOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.ctorIdx	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.factors	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.lowerPrefix	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.lowerWeights	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.maxComparisons	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.mk	constructor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.mk.inj	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.mk.injEq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.mk.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.noConfusionType	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.output	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.rec	recursor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.recOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.scalarOps	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.upperSuffix	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6OperationalRun.upperWeights	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational	inductive	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.casesOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.ctorIdx	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.mk	constructor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.mk.inj	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.mk.injEq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.mk.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.noConfusionType	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.p	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.q	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.rec	recursor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.recOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.x	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.Problem15_6StoredFactorsOperational.y	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational	inductive	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.casesOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.ctorIdx	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.lower	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.lower_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.mk	constructor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.mk.inj	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.mk.injEq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
