declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.Higham15Problem15_6.WorkspaceOperational.mk.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.noConfusion	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.noConfusionType	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.rec	recursor	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.recOn	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.upper	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.WorkspaceOperational.upper_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.absInvMul_correct	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnArrayOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnArrayOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnArrayOperational_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnNat	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnVectorOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardColumnVectorOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowArrayOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowArrayOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowArrayOperational_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowNat	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowVectorOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backwardRowVectorOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.backward_column_scaled	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.backward_row_scaled	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.diagAt	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.diagAt_of_lt	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.finVectorAt	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.finVectorAt_of_lt	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnArrayOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnArrayOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnArrayOperational_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnNat	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnVectorOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardColumnVectorOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowArrayOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowArrayOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowArrayOperational_size	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowNat	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowVectorOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forwardRowVectorOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.forward_column_scaled	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.forward_row_scaled	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.infNorm_correct	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.listVectorCongrOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.listVectorReverseOperational_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.listVectorScanOperational_get_of_get	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.lowerPrefixVectorOfWeightsOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.lowerWeightVectorOfFactorsOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.lower_factorization	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.p_correct	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Closure	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.prefixReverseOperational_eq_suffix	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.prefixScanNat	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.prefixScanNat_const_mul	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.prefixScanNat_eq_sum	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.prefix_suffix_scan_split	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_absEvaluations	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_absInvMul	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_absInvMulOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_absInvMulOperational_correct	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Operational	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_absInvMulOperational_eq	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_factors	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverse	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_infNorm	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Closure	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseCompletion	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_infNormOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_infNormOperational_correct	theorem	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	RETAIN	NumStability.Algorithms.LU.Higham15Problem15_6Operational	historical	yes	no	lu-problems
NumStability.Higham15Problem15_6.problem15_6_lowerPrefixVectorOperational	definition	public	NumStability.Algorithms.LU.Higham15Problem15_6Operational	S:Problem06/TridiagonalInverseNorm	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.TridiagonalInverseRuns	source	no	no	lu-problems
