module	role	import_order	lean_import_line	provenance
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteMatrixOrder	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	produced_destination	6	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularCompression	produced_destination	7	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	produced_destination	5	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ProjectionReflection	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.RectangularMultiplication	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.ReflectionAverage	produced_destination	7	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	5	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealEmbedding	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteRealOrder	route_dag
NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.StrictPositivity	produced_destination	7	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	3	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	5	import NumStability.Analysis.CStarMatrices.Basic.RealMatrixBridge	c0005_direct
NumStability.Analysis.CStarMatrixBridge	compatibility	6	import NumStability.Analysis.MatrixAlgebra	c0005_direct
NumStability.Analysis.CStarMatrixExpectation	compatibility	1	import NumStability.Analysis.CStarMatrices.Expectation.Finite	c0005_direct
NumStability.Analysis.CStarMatrixExpectation	compatibility	2	import NumStability.Analysis.CStarMatrixTrace	c0005_direct
NumStability.Analysis.CStarMatrixExpectation	compatibility	3	import NumStability.Analysis.FiniteProbability	c0005_direct
NumStability.Analysis.CStarMatrixTrace	compatibility	1	import Mathlib.Analysis.SpecialFunctions.ContinuousFunctionalCalculus.ExpLog.Basic	c0005_direct
NumStability.Analysis.CStarMatrixTrace	compatibility	2	import NumStability.Analysis.CStarMatrices.Trace.Basic	c0005_direct
NumStability.Analysis.CStarMatrixTrace	compatibility	3	import NumStability.Analysis.MatrixSpectral	c0005_direct
NumStability.Analysis.CStarMatrixTrace	compatibility	4	import NumStability.Analysis.OperatorLog	c0005_direct
NumStability.Analysis.DunfordResidue	compatibility	1	import Mathlib.MeasureTheory.Integral.CircleIntegral	c0005_direct
NumStability.Analysis.DunfordResidue	compatibility	2	import NumStability.Analysis.FunctionalCalculus.Resolvent.DunfordResidue	c0005_direct
NumStability.Analysis.DunfordResidue	compatibility	3	import NumStability.Analysis.ResolventFunctionalCalculus	c0005_direct
NumStability.Analysis.HenriciExtremal	compatibility	1	import Mathlib.Algebra.Order.BigOperators.Ring.Finset	c0005_direct
NumStability.Analysis.HenriciExtremal	compatibility	2	import Mathlib.Data.Complex.BigOperators	c0005_direct
NumStability.Analysis.HenriciExtremal	compatibility	3	import Mathlib.Data.Real.Sqrt	c0005_direct
NumStability.Analysis.HenriciExtremal	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.Extremal	c0005_direct
NumStability.Analysis.HenriciExtremal	compatibility	5	import NumStability.Analysis.MatrixPowersHenrici	c0005_direct
NumStability.Analysis.HenriciSharpConstant	compatibility	1	import Mathlib.Algebra.Order.BigOperators.Ring.Finset	c0005_direct
NumStability.Analysis.HenriciSharpConstant	compatibility	2	import Mathlib.Data.Real.Sqrt	c0005_direct
NumStability.Analysis.HenriciSharpConstant	compatibility	3	import NumStability.Analysis.HenriciExtremal	c0005_direct
NumStability.Analysis.HenriciSharpConstant	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.ImprovedConstant	c0005_direct
NumStability.Analysis.HenriciSharpConstantExact	compatibility	1	import Mathlib.Algebra.Order.BigOperators.Ring.Finset	c0005_direct
NumStability.Analysis.HenriciSharpConstantExact	compatibility	2	import Mathlib.Data.Real.Sqrt	c0005_direct
NumStability.Analysis.HenriciSharpConstantExact	compatibility	3	import NumStability.Analysis.HenriciSharpConstant	c0005_direct
NumStability.Analysis.HenriciSharpConstantExact	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SharpConstant	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	1	import Mathlib.Algebra.DirectSum.Module	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	2	import Mathlib.Analysis.Complex.Polynomial.Basic	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	3	import Mathlib.Data.Complex.Basic	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	4	import Mathlib.Data.Matrix.Block	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	5	import Mathlib.FieldTheory.IsAlgClosed.Basic	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	6	import Mathlib.LinearAlgebra.Eigenspace.Basic	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	7	import Mathlib.LinearAlgebra.Eigenspace.Triangularizable	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	8	import Mathlib.LinearAlgebra.Matrix.Basis	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	9	import Mathlib.LinearAlgebra.Matrix.ToLin	c0005_direct
NumStability.Analysis.JordanNormalForm	compatibility	10	import NumStability.Analysis.LinearOperators.Jordan.NormalForm.PrimaryDecomposition	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	1	import Mathlib.Algebra.Polynomial.Basic	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Integral	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	3	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Pi	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	4	import Mathlib.Analysis.Calculus.DSlope	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	5	import Mathlib.Analysis.Convex.Basic	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	6	import Mathlib.Analysis.Matrix.HermitianFunctionalCalculus	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	7	import Mathlib.Analysis.Matrix.Order	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	8	import Mathlib.Analysis.Normed.Module.Basic	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	9	import Mathlib.Analysis.SpecialFunctions.Integrals.Basic	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	10	import Mathlib.Analysis.SpecialFunctions.Log.NegMulLog	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	11	import Mathlib.MeasureTheory.Integral.Bochner.Basic	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	12	import Mathlib.Topology.Algebra.Polynomial	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	13	import Mathlib.Topology.ContinuousMap.Weierstrass	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	14	import NumStability.Analysis.CStarMatrixExpectation	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	15	import NumStability.Analysis.MatrixInequalities.LiebTrace.Concavity	c0005_direct
NumStability.Analysis.LiebTrace	compatibility	16	import NumStability.Analysis.OperatorLog	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices	aggregate	1	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination
NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination	2	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Schur	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination	3	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	route_dag
NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination	4	import NumStability.Analysis.LinearOperators.Schur.Complex.Triangulation	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization	aggregate	1	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination
NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination	2	import Mathlib.Data.Complex.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination	3	import Mathlib.LinearAlgebra.Matrix.Charpoly.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination	4	import Mathlib.LinearAlgebra.Matrix.Trace	c0005_expanded
