declaration	owner_module	visibility	selected_owner	closure_role	seed_memberships	membership_witnesses	co_route_component	minimum_depth	signature_edge_span	body_edge_span
NumStability.norm_pow_nilpotent	NumStability.Analysis.MatrixPowersBinomialBound	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_one;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary_conj	"[{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.norm_pow_eq_norm_schur_pow"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_one""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.norm_pow_eq_norm_schur_pow"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.norm_pow_eq_norm_schur_pow"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary_conj""}]"	-	2	0	2
NumStability.norm_pow_normal_eq	NumStability.Analysis.MatrixPowersSchur	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_of_mem_unitaryGroup;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_one;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.pi_norm_pow	"[{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.normal_schur_strictUpper_eq_zero"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_of_mem_unitaryGroup""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_one""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.normal_schur_strictUpper_eq_zero"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.pi_norm_pow"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.pi_norm_pow""}]"	NumStability.norm_pow_normal_eq	1	0	4
NumStability.norm_pow_two_le_two_mul_numericalRadius_sq	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadius_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadius_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	4	1	2
NumStability.normal_iff_strictUpper_eq_zero_unconditional	NumStability.Analysis.MatrixPowersHenriciNormal	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	"[{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.schurNormalImpliesStrictUpperZero_holds"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.schurNormalImpliesStrictUpperZero_holds"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag""}]"	-	3	0	2
NumStability.normal_schur_strictUpper_eq_zero	NumStability.Analysis.MatrixPowersSchur	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.normal_upperTriangular_isDiag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.normal_upperTriangular_isDiag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag""}]"	-	2	0	4
NumStability.normal_upperTriangular_isDiag	NumStability.Analysis.MatrixPowersSchur	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag""}]"	NumStability.normal_upperTriangular_isDiag	1	0	4
NumStability.numericalRadiusCLM_pow_le	NumStability.Analysis.BergerGeneral	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_smul_pow;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_smul_pow"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_smul_pow""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root""}]"	NumStability.numericalRadiusCLM_pow_le	1	1	8
NumStability.numericalRadiusCLM_pow_le_one_of_le_one	NumStability.Analysis.BergerGeneral	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root""}]"	-	2	1	3
NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one	NumStability.Analysis.BergerGeneral	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root""}]"	NumStability.numericalRadiusCLM_pow_pointwise_le_of_le_one	1	1	7
NumStability.numericalRadiusCLM_pow_two_le	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.norm_apply_sq_add_norm_inner_sq_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.norm_apply_sq_add_norm_inner_sq_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	2	1	7
NumStability.numericalRadiusCLM_pow_two_le_one_of_le_one	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.norm_apply_sq_add_norm_inner_sq_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.norm_apply_sq_add_norm_inner_sq_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	2	1	3
NumStability.numericalRadiusCLM_pow_two_pow_le	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	3	1	3
NumStability.numericalRadius_pow_le	NumStability.Analysis.BergerGeneral	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_smul_pow;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping;_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_le"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_smul_pow""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_le"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_sum_p""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_le"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_telescoping""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_le"",""seed"":""_private.NumStability.Analysis.BergerGeneral.0.NumStability.bergerGeneral_unit_root""}]"	-	2	1	4
NumStability.numericalRadius_pow_two_le	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadiusCLM_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	3	1	5
NumStability.numericalRadius_pow_two_pow_le	NumStability.Analysis.BergerResolvent	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul;_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff	"[{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadius_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.exists_unit_sq_mul""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.numericalRadius_pow_two_le"",""seed"":""_private.NumStability.Analysis.BergerResolvent.0.NumStability.inner_diag_diff""}]"	-	4	1	3
NumStability.opNorm_schurpow_le_binomial	NumStability.Analysis.MatrixPowersBinomialBound	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_apply_eq_zero;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_lt;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_succ;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_zero;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_succ;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_zero;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le;_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.sum_Ppiece	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_apply_eq_zero""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_lt""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_succ""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_zero""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_succ""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_zero""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.sum_Ppiece"",""seed"":""_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.sum_Ppiece""}]"	NumStability.opNorm_schurpow_le_binomial	1	0	5
NumStability.powerBound_exp_mul_dim_proved	NumStability.Analysis.MatrixPowersSpijkerClosure	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSpijkerPlanar.0.NumStability.natDegree_C_mul_mul_le_two_mul;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.exists_spijkerPartitionCrossing;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.integral_abs_deriv_le_eVariationOn;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.lintegral_spijkerPartitionLevelMultiplicity;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerLevelInterval;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionEndpointValues;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_le;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartition_edist_sum_le;_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijker_eVariationOn_le	"[{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanar.0.NumStability.natDegree_C_mul_mul_le_two_mul""},{""depth"":9,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.exists_spijkerPartitionCrossing""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.integral_abs_deriv_le_eVariationOn""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.lintegral_spijkerPartitionLevelMultiplicity""},{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements""},{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound""},{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerLevelInterval""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionEndpointValues""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity""},{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_le""},{""depth"":6,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartition_edist_sum_le""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.spijkerArcLengthBound_proved"",""seed"":""_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijker_eVariationOn_le""}]"	-	5	2	3
NumStability.schurNormalImpliesStrictUpperZero_holds	NumStability.Analysis.MatrixPowersHenriciNormal	public	yes	reverse_dependent_boundary	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag;_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.normal_upperTriangular_isDiag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.normal_upperTriangular_isDiag"",""seed"":""_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag""}]"	-	2	1	3
